,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
217,Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,15.51,4.3427999999999995
218,Standard Class,Consumer,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,100.79199999999999,7.5594
219,First Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2.792,0.9074
220,First Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,3.7840000000000003,1.3717
221,First Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,4.944,-3.4608
222,First Class,Consumer,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,18.176,4.7712
223,First Class,Consumer,Dublin,Ohio,43017,East,Technology,Machines,479.98800000000006,4,0.7,-383.9904,119.99700000000001,-95.9976
224,First Class,Consumer,Dublin,Ohio,43017,East,Office Supplies,Art,27.168000000000003,2,0.2,2.7168,13.584000000000001,1.3584
225,Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2.2,0.968
226,Standard Class,Corporate,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,124.49000000000001,27.3878
227,Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,21.98,0.2198
228,Standard Class,Consumer,Columbia,Tennessee,38401,South,Furniture,Chairs,161.56799999999998,2,0.2,-28.2744,80.78399999999999,-14.1372
229,Standard Class,Consumer,Columbia,Tennessee,38401,South,Furniture,Chairs,389.69599999999997,8,0.2,43.8408,48.711999999999996,5.4801
230,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,2.664,-1.776
231,Standard Class,Home Office,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.04799999999999,116.93,-51.023999999999994
232,Standard Class,Home Office,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,206.8715,-82.7486
233,Standard Class,Home Office,Tampa,Florida,33614,South,Office Supplies,Binders,5.327999999999999,2,0.7,-3.552,2.6639999999999997,-1.776
234,Standard Class,Home Office,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,86.024,0.0
235,Standard Class,Home Office,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,205.992,-2.5749
236,Standard Class,Corporate,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,5.28,2.376
237,Second Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,5.184,1.8792000000000002
238,Second Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,83.936,-71.3456
239,Second Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.687999999999999,3,0.6,-4.6752,3.8959999999999995,-1.5584
240,Second Class,Consumer,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,15.992,5.5972
241,Second Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.51299999999999,35.445,-24.1026
242,Second Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,1.3479999999999999,-0.9436
243,Second Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Art,7.4079999999999995,2,0.2,1.2038,3.7039999999999997,0.6019
244,Second Class,Home Office,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,285.97999999999996,82.9342
245,Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,83.36,20.84
246,Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,7.98,3.99
247,Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,300.65,99.2145
248,Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,6.48,3.1104
249,Second Class,Consumer,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,160.784,14.0686
250,Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,7.61,3.5767
252,First Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,13.43,3.7604
253,First Class,Consumer,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,90.48,40.716
254,Standard Class,Corporate,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,1.3479999999999999,-0.9436
255,Standard Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,41.184,-9.7812
256,Standard Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,10.784,0.8088
257,Standard Class,Corporate,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,107.984,9.4486
258,Second Class,Consumer,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,6.79,2.3085999999999998
259,Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,73.85000000000001,2.2155
260,Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132000000000001,3.504,1.2264000000000002
261,Standard Class,Corporate,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,0.812,-2.233
264,Standard Class,Consumer,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,82.056,7.1799
265,Standard Class,Consumer,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,39.95,17.578
266,Standard Class,Corporate,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.015999999999998,3,0.2,4.7304,4.672,1.5768000000000002
267,Standard Class,Consumer,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,1.26,0.0504
268,Standard Class,Corporate,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,37.208,-7.4416
269,Standard Class,Corporate,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.590999999999998,19.192,7.196999999999999
270,Second Class,Corporate,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,181.46,52.6234
271,First Class,Consumer,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,29.990000000000002,13.1956
272,First Class,Consumer,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,1.76,0.7744
273,First Class,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,3.64,1.365
274,First Class,Corporate,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,4.41,2.0286
275,First Class,Corporate,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,5.98,1.5548
276,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,5.824,2.0384
277,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,4.544,1.4768
278,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.711999999999996,6,0.2,5.9712,9.952,0.9952
279,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.693999999999999,8.28,2.8979999999999997
280,Second Class,Consumer,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,0.41600000000000004,-0.6864
281,Second Class,Consumer,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,159.20000000000002,53.730000000000004
282,Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,207.76799999999997,10.3884
283,Standard Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.843999999999994,28.351999999999997,9.5688
284,Standard Class,Consumer,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,47.96,9.592
285,Standard Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,5.184,1.8144
286,Second Class,Corporate,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,36.294,-24.196
287,Second Class,Corporate,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,97.264,12.158
288,Second Class,Corporate,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,192.296,-40.8629
289,Second Class,Home Office,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,2.728,0.9548
290,Second Class,Home Office,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,2.312,0.7803
291,Second Class,Home Office,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,127.992,27.1983
292,Second Class,Home Office,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,28.99,-16.2344
293,First Class,Corporate,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,37.552,9.8574
294,First Class,Corporate,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,76.784,6.7185999999999995
295,First Class,Corporate,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,72.784,-8.1882
296,First Class,Corporate,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,15.719999999999999,-12.576
297,First Class,Corporate,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,9.184,3.0996
298,Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,3.1104
299,Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,135.31,1.3531
300,Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,18.97,9.1056
301,Standard Class,Corporate,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,19.4,9.506
302,Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.0,6.5688,14.28,6.5688
303,Standard Class,Consumer,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445,73.02499999999999,-43.815
304,Second Class,Corporate,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864,13.4,6.432
305,Standard Class,Corporate,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.0,2.8536,3.28,0.9512
306,Standard Class,Home Office,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.0,20.9208,15.159999999999998,6.9736
307,Standard Class,Home Office,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.0,83.868,48.199999999999996,13.978
308,First Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.0,2.0049,4.89,2.0049
309,Second Class,Corporate,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,3.784,0.8987
310,Second Class,Corporate,Arvada,Colorado,80004,West,Furniture,Chairs,466.76800000000003,2,0.2,52.5114,233.38400000000001,26.2557
311,Second Class,Corporate,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232000000000001,1,0.2,1.7136,15.232000000000001,1.7136
312,Second Class,Corporate,Arvada,Colorado,80004,West,Office Supplies,Labels,6.263999999999999,3,0.2,2.0358,2.0879999999999996,0.6786
313,Standard Class,Corporate,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.0,37.6422,29.180000000000003,12.547400000000001
314,Standard Class,Corporate,Saint Petersburg,Florida,33710,South,Technology,Phones,178.38400000000001,2,0.2,22.298000000000002,89.19200000000001,11.149000000000001
315,Standard Class,Corporate,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,1.8144
316,First Class,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.13600000000001,4,0.2,8.6744,24.784000000000002,2.1686
317,Standard Class,Home Office,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568,135.882,24.1568
319,Standard Class,Home Office,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226,45.99,13.3371
320,Standard Class,Home Office,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6,90.0,32.4
321,Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071,43.57,13.071
322,Standard Class,Corporate,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,3.58,1.79
323,Standard Class,Corporate,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.2,81.744,41.92,13.624
324,Standard Class,Corporate,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.0,34.9965,99.99,34.9965
325,Second Class,Corporate,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995,15.992,0.9995
326,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.89799999999997,3,0.4,-67.8762,96.966,-22.6254
327,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389,27.112,1.6945
328,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.7439999999999,4,0.3,-258.5016,196.68599999999998,-64.6254
329,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.830999999999996,10.024,3.3830999999999998
330,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,6.2940000000000005,-4.6156
331,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7,41.4,-10.35
332,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.7,-13.815999999999999,10.362,-6.9079999999999995
333,Second Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,1.632,-1.1424
334,Second Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Binders,4.752,1,0.2,1.6038,4.752,1.6038
335,Second Class,Consumer,Los Angeles,California,90045,West,Technology,Copiers,959.9839999999999,2,0.2,335.9944,479.99199999999996,167.9972
336,Second Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Binders,14.368,4,0.2,4.49,3.592,1.1225
337,Standard Class,Corporate,San Francisco,California,94122,West,Office Supplies,Binders,7.712000000000001,2,0.2,2.7956,3.8560000000000003,1.3978
338,Standard Class,Corporate,San Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,-17.4588,232.784,-5.8196
339,Second Class,Consumer,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,1.24,0.5828
340,Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.855999999999998,4,0.2,1.1159999999999999,4.4639999999999995,0.27899999999999997
341,Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.97,10,0.7,-407.976,50.997,-40.7976
342,Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.991999999999997,13,0.2,10.0724,2.384,0.7748
343,Second Class,Corporate,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,12,0.4,8.3916,5.994,0.6993
344,Standard Class,Consumer,Austin,Texas,78745,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,22.2,-0.555
345,Standard Class,Consumer,San Francisco,California,94122,West,Technology,Phones,47.976000000000006,3,0.2,4.7976,15.992000000000003,1.5992
346,Standard Class,Consumer,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3,0.0,3.0996,2.52,1.0332000000000001
347,Standard Class,Consumer,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0.0,11.5432,12.28,5.7716
348,Standard Class,Consumer,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0.0,4.1472,6.48,2.0736
349,First Class,Home Office,New York City,New York,10009,East,Technology,Accessories,6.79,1,0.0,2.3086,6.79,2.3086
350,First Class,Home Office,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0.0,11.5432,12.28,5.7716
351,First Class,Home Office,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.0668,3.048,1.0668
352,First Class,Home Office,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0.0,23.0864,12.28,5.7716
354,Standard Class,Consumer,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,64.784,-0.8098
355,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996,4.13,1.8998
356,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.0,6.9864,4.26,1.7466
357,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0.0,15.824000000000002,6.88,3.1648000000000005
358,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5,0.2,11.325,7.248,2.2649999999999997
359,First Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8,0.0,168.4384,80.98,21.0548
360,First Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0.0,9.936,10.35,4.968
361,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0.0,9.936,10.35,4.968
362,Standard Class,Consumer,New York City,New York,10009,East,Furniture,Chairs,488.64599999999996,3,0.1,86.8704,162.88199999999998,28.9568
363,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0.0,1.4456,2.78,0.7228
364,Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0.0,20.7328,5.89,2.5916
365,Standard Class,Consumer,San Francisco,California,94109,West,Office Supplies,Storage,211.96,4,0.0,8.4784,52.99,2.1196
366,Same Day,Corporate,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.2,4,0.0,10.44,5.8,2.61
367,Same Day,Corporate,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.36,2,0.0,0.1472,3.68,0.0736
368,Same Day,Corporate,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7,0.0,29.3412,14.97,4.1916
369,Same Day,Corporate,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4,0.0,271.4192,260.98,67.8548
370,Standard Class,Consumer,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.92,5,0.2,9.396,5.184,1.8792000000000002
371,Standard Class,Consumer,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.424,3,0.2,4.6746,17.808,1.5582
372,Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.7,-5.712000000000001,1.6320000000000001,-1.1424
373,Standard Class,Consumer,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.1888,127.992,22.3986
374,Standard Class,Consumer,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1,0.2,0.924,9.24,0.924
375,Standard Class,Consumer,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.2,-29.94,47.904,-2.994
376,First Class,Corporate,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.13600000000001,4,0.2,30.98,24.784000000000002,7.745
